created_at,entry_id,field1,field2,field3,latitude,longitude,elevation,status
2020-06-26 09:46:52 UTC,1,29.50,108,,,,,
2020-06-26 09:47:12 UTC,2,29.50,108,,,,,
2020-06-26 09:47:28 UTC,3,29.50,108,,,,,
2020-06-26 09:47:44 UTC,4,29.50,108,,,,,
2020-06-26 09:48:00 UTC,5,29.50,108,,,,,
2020-06-26 09:48:16 UTC,6,29.50,134,,,,,
2020-06-26 09:48:32 UTC,7,29.50,136,,,,,
2020-06-26 09:48:47 UTC,8,29.50,110,,,,,
2020-06-26 09:49:03 UTC,9,29.50,86,,,,,
2020-06-26 09:49:19 UTC,10,29.60,204,,,,,
2020-06-26 09:49:36 UTC,11,29.60,204,,,,,
2020-06-26 09:49:52 UTC,12,29.50,204,,,,,
2020-06-26 09:50:08 UTC,13,29.50,174,,,,,
2020-06-26 09:50:24 UTC,14,29.50,106,,,,,
2020-06-26 09:50:40 UTC,15,29.50,108,,,,,
2020-06-26 09:50:56 UTC,16,29.50,106,,,,,
2020-06-26 09:51:12 UTC,17,29.50,108,,,,,
2020-06-26 09:51:28 UTC,18,29.50,108,,,,,
2020-06-26 09:54:49 UTC,19,29.50,53,106,,,,
2020-06-26 09:55:05 UTC,20,29.50,54,108,,,,
2020-06-26 09:55:21 UTC,21,29.40,55,110,,,,
2020-06-26 09:55:37 UTC,22,29.40,43,86,,,,
2020-06-26 09:55:53 UTC,23,29.40,1,2,,,,
2020-06-26 09:56:09 UTC,24,29.40,59,118,,,,
2020-06-26 09:56:25 UTC,25,29.40,64,128,,,,
2020-06-26 09:56:40 UTC,26,29.40,66,132,,,,
2020-06-26 09:56:56 UTC,27,29.40,62,124,,,,
2020-06-26 09:57:11 UTC,28,29.40,54,108,,,,
2020-06-26 09:57:27 UTC,29,29.40,54,108,,,,
2020-06-26 09:57:43 UTC,30,29.40,73,146,,,,
2020-06-26 09:57:59 UTC,31,29.40,54,108,,,,
2020-06-26 09:58:15 UTC,32,29.40,54,108,,,,
2020-06-26 09:58:31 UTC,33,29.40,55,110,,,,
2020-06-26 09:58:47 UTC,34,29.40,54,108,,,,
2020-06-26 09:59:03 UTC,35,29.40,54,108,,,,
2020-06-26 09:59:19 UTC,36,29.40,54,108,,,,
2020-06-26 09:59:35 UTC,37,29.40,54,108,,,,
2020-06-26 09:59:52 UTC,38,29.40,55,110,,,,
2020-06-26 10:00:08 UTC,39,29.40,54,108,,,,
2020-06-26 10:00:24 UTC,40,29.40,54,108,,,,
2020-06-26 10:00:40 UTC,41,29.40,54,108,,,,
2020-06-26 10:00:56 UTC,42,29.50,54,108,,,,
2020-06-26 10:01:12 UTC,43,29.50,54,108,,,,
2020-06-26 10:01:28 UTC,44,29.50,54,108,,,,
2020-06-26 10:02:42 UTC,45,29.50,54,81,,,,
2020-06-26 10:02:58 UTC,46,29.50,54,81,,,,
2020-06-26 10:03:14 UTC,47,29.50,54,81,,,,
2020-06-26 10:03:30 UTC,48,29.40,53,79,,,,
2020-06-26 10:03:46 UTC,49,29.40,54,81,,,,
2020-06-26 10:04:02 UTC,50,29.40,102,153,,,,
2020-06-26 10:04:18 UTC,51,29.40,79,118,,,,
2020-06-26 10:04:34 UTC,52,29.40,1,1,,,,
2020-06-26 10:04:50 UTC,53,29.40,102,153,,,,
2020-06-26 10:05:05 UTC,54,29.40,48,72,,,,
2020-06-26 10:05:21 UTC,55,29.40,54,81,,,,
2020-06-26 10:05:38 UTC,56,29.50,54,81,,,,
2020-06-26 10:05:54 UTC,57,29.50,54,81,,,,
2020-06-26 10:06:10 UTC,58,29.50,53,79,,,,
2020-06-26 10:06:26 UTC,59,29.50,54,81,,,,
2020-06-26 10:06:42 UTC,60,29.50,102,153,,,,
2020-06-26 10:06:58 UTC,61,29.50,81,121,,,,
2020-06-26 10:07:14 UTC,62,29.40,53,79,,,,
2020-06-26 10:07:30 UTC,63,29.40,55,82,,,,
2020-06-26 10:07:46 UTC,64,29.40,102,153,,,,
2020-06-26 10:08:02 UTC,65,29.40,45,67,,,,
2020-06-26 10:08:17 UTC,66,29.40,71,106,,,,
2020-06-26 10:08:33 UTC,67,29.40,87,130,,,,
2020-06-26 10:08:49 UTC,68,29.40,55,82,,,,
2020-06-26 10:09:05 UTC,69,29.40,54,81,,,,
2020-06-26 10:09:21 UTC,70,29.40,54,81,,,,
2020-06-26 10:09:37 UTC,71,29.50,54,81,,,,
2020-06-26 10:09:53 UTC,72,29.50,54,81,,,,
2020-06-26 10:10:09 UTC,73,29.50,53,79,,,,
2020-06-26 10:10:26 UTC,74,29.50,54,81,,,,
2020-06-26 10:10:42 UTC,75,29.50,54,81,,,,
2020-06-26 10:10:58 UTC,76,29.50,53,79,,,,
2020-06-26 10:11:14 UTC,77,29.40,54,81,,,,
2020-06-26 10:11:30 UTC,78,29.40,54,81,,,,
2020-06-26 10:11:46 UTC,79,29.50,57,85,,,,
2020-06-26 10:12:03 UTC,80,29.50,54,81,,,,
2020-06-26 10:12:19 UTC,81,29.50,54,81,,,,
2020-06-26 10:12:35 UTC,82,29.50,53,79,,,,
2020-06-26 10:12:51 UTC,83,29.50,55,82,,,,
2020-06-26 10:13:07 UTC,84,29.50,54,81,,,,
2020-06-26 10:13:23 UTC,85,29.60,56,84,,,,
2020-06-26 10:13:40 UTC,86,29.50,54,81,,,,
2020-06-26 10:13:56 UTC,87,29.60,44,66,,,,
2020-06-26 10:14:43 UTC,88,29.60,46,69,,,,
2020-06-26 10:14:59 UTC,89,29.50,54,81,,,,
2020-06-26 10:15:15 UTC,90,29.50,55,82,,,,
2020-06-26 10:15:51 UTC,91,29.50,54,81,,,,
2020-06-26 10:16:06 UTC,92,29.50,78,117,,,,
2020-06-26 10:16:22 UTC,93,29.40,71,106,,,,
2020-06-26 10:16:37 UTC,94,29.40,54,81,,,,
2020-06-26 10:16:52 UTC,95,29.50,102,153,,,,
2020-06-26 10:17:08 UTC,96,29.50,50,75,,,,
2020-06-26 10:17:23 UTC,97,29.50,48,72,,,,
2020-06-26 10:17:39 UTC,98,29.50,63,94,,,,
2020-06-26 10:17:54 UTC,99,29.50,52,78,,,,
2020-06-26 10:18:10 UTC,100,29.50,54,81,,,,
2020-06-26 10:18:25 UTC,101,29.50,54,81,,,,
2020-06-26 10:18:41 UTC,102,29.50,54,81,,,,
2020-06-26 10:18:56 UTC,103,29.50,54,81,,,,
2020-06-26 10:19:43 UTC,104,29.50,53,79,,,,
2020-06-26 10:19:58 UTC,105,29.40,53,79,,,,
2020-06-26 10:20:14 UTC,106,29.40,54,81,,,,
2020-06-26 10:20:29 UTC,107,29.40,54,81,,,,
2020-06-26 10:20:45 UTC,108,29.40,54,81,,,,
2020-06-26 10:21:00 UTC,109,29.40,54,81,,,,
2020-06-26 10:21:16 UTC,110,29.40,0,0,,,,
2020-06-26 10:21:31 UTC,111,29.40,102,153,,,,
2020-06-26 10:21:47 UTC,112,29.40,0,0,,,,
2020-06-26 10:30:47 UTC,113,29.50,54,81,,,,
2020-06-26 10:31:02 UTC,114,29.40,54,81,,,,
2020-06-26 10:31:18 UTC,115,29.40,102,153,,,,
2020-07-14 06:35:41 UTC,116,26.80,54,81,,,,
2020-07-14 06:35:56 UTC,117,26.60,54,81,,,,
2020-07-14 06:36:11 UTC,118,26.60,54,81,,,,
2020-07-14 06:36:26 UTC,119,26.60,55,82,,,,
2020-07-14 06:36:42 UTC,120,26.60,1,1,,,,
2020-07-14 06:36:57 UTC,121,26.70,0,0,,,,
2020-07-14 06:37:13 UTC,122,26.90,93,139,,,,
2020-07-14 06:37:29 UTC,123,27.20,102,153,,,,
2020-07-14 06:37:45 UTC,124,27.40,52,78,,,,
2020-07-14 06:38:00 UTC,125,27.80,62,93,,,,
2020-07-14 06:38:16 UTC,126,28.10,57,85,,,,
2020-07-14 06:38:31 UTC,127,28.40,60,90,,,,
2020-07-14 06:38:47 UTC,128,28.60,73,109,,,,
2020-07-14 06:39:02 UTC,129,28.60,63,94,,,,
2020-07-14 06:39:18 UTC,130,28.60,26,39,,,,
2020-07-14 06:39:34 UTC,131,28.50,87,130,,,,
2020-07-14 06:39:49 UTC,132,28.40,102,153,,,,
2020-07-14 06:40:04 UTC,133,28.40,102,153,,,,
2020-07-14 06:40:19 UTC,134,28.40,71,106,,,,
2020-07-14 06:40:38 UTC,135,28.40,39,58,,,,
2020-07-14 06:40:54 UTC,136,28.40,48,72,,,,
2020-07-14 06:41:09 UTC,137,28.30,57,85,,,,
2020-07-14 06:41:25 UTC,138,28.30,0,0,,,,
2020-07-14 06:41:40 UTC,139,28.20,102,153,,,,
2020-07-14 06:41:56 UTC,140,28.20,0,0,,,,
2020-07-14 06:42:11 UTC,141,28.00,30,45,,,,
2020-07-14 06:42:27 UTC,142,28.00,55,82,,,,
2020-07-14 06:42:42 UTC,143,28.00,84,126,,,,
2020-07-14 06:42:58 UTC,144,28.00,58,87,,,,
2020-07-14 06:43:14 UTC,145,28.00,65,97,,,,
2020-07-14 06:43:29 UTC,146,27.90,67,100,,,,
2020-07-14 06:43:44 UTC,147,27.90,72,108,,,,
2020-07-14 06:44:00 UTC,148,27.90,58,87,,,,
2020-07-14 06:44:16 UTC,149,28.00,53,79,,,,
2020-07-14 06:44:31 UTC,150,28.00,71,106,,,,
2020-07-14 06:44:47 UTC,151,28.00,72,108,,,,
2020-07-14 06:45:02 UTC,152,28.00,84,126,,,,
2020-07-14 06:45:17 UTC,153,28.00,80,120,,,,
2020-07-14 06:45:33 UTC,154,28.00,63,94,,,,
2020-07-14 06:45:48 UTC,155,28.00,69,103,,,,
2020-07-14 06:46:04 UTC,156,27.90,2,3,,,,
2020-07-14 06:46:20 UTC,157,27.90,58,87,,,,
2020-07-14 06:46:35 UTC,158,28.00,54,81,,,,
2020-07-14 06:46:50 UTC,159,27.90,75,112,,,,
2020-07-14 06:47:06 UTC,160,28.00,77,115,,,,
2020-07-14 06:47:21 UTC,161,28.00,53,79,,,,
2020-07-14 06:47:37 UTC,162,28.00,102,153,,,,
2020-07-14 06:47:52 UTC,163,28.00,1,1,,,,
2020-07-14 06:48:08 UTC,164,28.00,54,81,,,,
2020-07-14 06:48:23 UTC,165,28.10,54,81,,,,
2020-07-14 06:48:39 UTC,166,28.10,54,81,,,,
2020-07-14 06:48:54 UTC,167,28.20,50,75,,,,
2020-07-14 06:49:10 UTC,168,28.20,55,82,,,,
2020-07-14 06:49:26 UTC,169,28.20,55,82,,,,
2020-07-14 06:49:42 UTC,170,28.20,41,61,,,,
2020-07-14 06:49:57 UTC,171,28.20,37,55,,,,
2020-07-14 06:50:13 UTC,172,28.20,59,88,,,,
2020-07-14 06:50:28 UTC,173,28.30,69,103,,,,
2020-07-14 06:50:43 UTC,174,28.30,68,102,,,,
2020-07-14 06:51:02 UTC,175,28.30,63,94,,,,
2020-07-14 06:51:18 UTC,176,28.30,72,108,,,,
2020-07-14 06:51:33 UTC,177,28.20,73,109,,,,
2020-07-14 06:51:49 UTC,178,28.20,73,109,,,,
2020-07-14 06:52:04 UTC,179,28.20,77,115,,,,
2020-07-14 06:52:19 UTC,180,28.20,83,124,,,,
2020-07-14 06:52:35 UTC,181,28.20,86,129,,,,
2020-07-14 06:52:54 UTC,182,28.10,81,121,,,,
2020-07-14 06:53:09 UTC,183,28.00,86,129,,,,
2020-07-14 06:53:25 UTC,184,28.00,102,153,,,,
2020-07-14 06:53:40 UTC,185,27.90,102,153,,,,
2020-07-14 06:53:55 UTC,186,27.90,102,153,,,,
2020-07-14 06:54:10 UTC,187,27.80,99,148,,,,
2020-07-14 06:54:26 UTC,188,27.70,84,126,,,,
2020-07-14 06:54:41 UTC,189,27.60,102,153,,,,
2020-07-14 06:54:57 UTC,190,27.60,46,69,,,,
2020-07-14 06:55:13 UTC,191,27.50,29,43,,,,
2020-07-14 06:55:28 UTC,192,27.40,53,79,,,,
2020-07-14 06:55:44 UTC,193,27.40,34,51,,,,
2020-07-14 06:56:00 UTC,194,27.30,54,81,,,,
2020-07-14 06:56:16 UTC,195,27.30,39,58,,,,
2020-07-14 06:56:32 UTC,196,27.30,53,79,,,,
2020-07-14 06:56:51 UTC,197,27.20,53,79,,,,
2020-07-14 06:57:06 UTC,198,27.10,71,106,,,,
2020-07-14 06:57:21 UTC,199,27.10,81,121,,,,
2020-07-14 06:57:36 UTC,200,27.00,87,130,,,,
2020-07-14 06:57:52 UTC,201,27.00,102,153,,,,
2020-07-14 06:58:07 UTC,202,26.90,102,153,,,,
2020-07-14 06:58:22 UTC,203,26.90,102,153,,,,
2020-07-14 06:58:38 UTC,204,26.80,102,153,,,,
2020-07-14 06:58:54 UTC,205,26.80,102,153,,,,
2020-07-14 06:59:09 UTC,206,26.80,102,153,,,,
2020-07-14 06:59:24 UTC,207,26.70,102,153,,,,
